Method,ComponentRank,Eigenvalue,EnergyFraction,CumulativeEnergy
LV-GGM,686,4.43224485819881e-07,4.79880144306523e-09,0.999997738749499
LV-GGM,687,4.40465494861465e-07,4.76892978611434e-09,0.999997743518429
LV-GGM,688,4.37698435002726e-07,4.73897076699877e-09,0.999997748257399
LV-GGM,689,4.35005025658591e-07,4.70980916365573e-09,0.999997752967208
LV-GGM,690,4.34187172961159e-07,4.70095425416808e-09,0.999997757668163
LV-GGM,691,4.30224196446287e-07,4.6580470186095e-09,0.99999776232621
LV-GGM,692,4.28082929199727e-07,4.63486347013344e-09,0.999997766961073
LV-GGM,693,4.25651272472121e-07,4.60853586823688e-09,0.999997771569609
LV-GGM,694,4.24156767509073e-07,4.59235482950189e-09,0.999997776161964
LV-GGM,695,4.21628859912198e-07,4.56498511728625e-09,0.999997780726949
LV-GGM,696,4.1868433689053e-07,4.53310470052772e-09,0.999997785260054
LV-GGM,697,4.1600081548865e-07,4.50405015415713e-09,0.999997789764104
LV-GGM,698,4.13701686229595e-07,4.47915743013324e-09,0.999997794243261
LV-GGM,699,4.11910671939835e-07,4.45976607827154e-09,0.999997798703027
LV-GGM,700,4.0728798348758e-07,4.40971612677915e-09,0.999997803112743
LV-GGM,701,4.07124698189168e-07,4.40794823319313e-09,0.999997807520692
LV-GGM,702,4.03526432815518e-07,4.36898973333575e-09,0.999997811889681
LV-GGM,703,4.00574746950284e-07,4.33703176430937e-09,0.999997816226713
LV-GGM,704,3.99901019420532e-07,4.32973730124282e-09,0.99999782055645
LV-GGM,705,3.97579972434357e-07,4.3046072734961e-09,0.999997824861058
LV-GGM,706,3.94522066228974e-07,4.27149925446596e-09,0.999997829132557
LV-GGM,707,3.9185354689519e-07,4.24260713582292e-09,0.999997833375164
LV-GGM,708,3.89013145143356e-07,4.21185404238682e-09,0.999997837587018
LV-GGM,709,3.87570071439478e-07,4.19622985104772e-09,0.999997841783248
LV-GGM,710,3.84986576156628e-07,4.16825828971e-09,0.999997845951506
LV-GGM,711,3.82288053986775e-07,4.13904132968831e-09,0.999997850090547
LV-GGM,712,3.79739545408837e-07,4.11144857018891e-09,0.999997854201996
LV-GGM,713,3.7838541147109e-07,4.09678733169134e-09,0.999997858298783
LV-GGM,714,3.74754762737246e-07,4.05747821646726e-09,0.999997862356262
LV-GGM,715,3.7337855228781e-07,4.04257795508278e-09,0.99999786639884
LV-GGM,716,3.72452458112006e-07,4.03255111268249e-09,0.999997870431391
LV-GGM,717,3.70819205356617e-07,4.01486784848974e-09,0.999997874446259
LV-GGM,718,3.69161581227294e-07,3.99692071488511e-09,0.999997878443179
LV-GGM,719,3.67503621948286e-07,3.97896995260732e-09,0.999997882422149
LV-GGM,720,3.66416946721932e-07,3.96720449557323e-09,0.999997886389354
LV-GGM,721,3.62909436751954e-07,3.92922860650573e-09,0.999997890318582
LV-GGM,722,3.59649951287948e-07,3.89393808432397e-09,0.99999789421252
LV-GGM,723,3.59579368204787e-07,3.89317387970044e-09,0.999997898105694
LV-GGM,724,3.56759160251968e-07,3.86263942497893e-09,0.999997901968334
LV-GGM,725,3.54490277689797e-07,3.83807418262019e-09,0.999997905806408
LV-GGM,726,3.5386973464893e-07,3.83135554920695e-09,0.999997909637763
LV-GGM,727,3.52198285489913e-07,3.81325873169592e-09,0.999997913451022
LV-GGM,728,3.51712064665174e-07,3.8079944079276e-09,0.999997917259016
LV-GGM,729,3.49426964828589e-07,3.78325358077526e-09,0.99999792104227
LV-GGM,730,3.48581050394317e-07,3.77409484623381e-09,0.999997924816365
LV-GGM,731,3.46214344704091e-07,3.74847047067487e-09,0.999997928564835
LV-GGM,732,3.45010787705325e-07,3.73543953207091e-09,0.999997932300275
LV-GGM,733,3.41528372872853e-07,3.69773534861971e-09,0.99999793599801
LV-GGM,734,3.40314356579019e-07,3.6845911669936e-09,0.999997939682602
LV-GGM,735,3.39572238395456e-07,3.67655623678522e-09,0.999997943359158
LV-GGM,736,3.38778497508794e-07,3.66796238641324e-09,0.99999794702712
LV-GGM,737,3.37458667568104e-07,3.65367255806076e-09,0.999997950680793
LV-GGM,738,3.36115645386873e-07,3.63913162680007e-09,0.999997954319924
LV-GGM,739,3.33182135125432e-07,3.60737044544338e-09,0.999997957927295
LV-GGM,740,3.31202278278202e-07,3.58593449097896e-09,0.999997961513229
LV-GGM,741,3.30942511175797e-07,3.58312198673842e-09,0.999997965096351
LV-GGM,742,3.2968593486506e-07,3.5695170068553e-09,0.999997968665868
LV-GGM,743,3.26152111589494e-07,3.53125622303837e-09,0.999997972197124
LV-GGM,744,3.25652873541842e-07,3.52585096150578e-09,0.999997975722976
LV-GGM,745,3.2400434469395e-07,3.50800230271708e-09,0.999997979230978
LV-GGM,746,3.22173057168322e-07,3.4881749116279e-09,0.999997982719153
LV-GGM,747,3.21912751831752e-07,3.48535657991398e-09,0.999997986204509
LV-GGM,748,3.19479089453305e-07,3.45900726279081e-09,0.999997989663516
LV-GGM,749,3.17564817169275e-07,3.43828139386226e-09,0.999997993101798
LV-GGM,750,3.17273020362564e-07,3.43512210329524e-09,0.99999799653692
LV-GGM,751,3.15213750179216e-07,3.41282633886058e-09,0.999997999949746
LV-GGM,752,3.14084382335658e-07,3.40059864790304e-09,0.999998003350345
LV-GGM,753,3.1277332425899e-07,3.38640379271896e-09,0.999998006736749
LV-GGM,754,3.11027836335981e-07,3.36750535585056e-09,0.999998010104254
LV-GGM,755,3.08451065051671e-07,3.33960659539576e-09,0.999998013443861
LV-GGM,756,3.0754180230042e-07,3.32976198720639e-09,0.999998016773623
LV-GGM,757,3.06341318210353e-07,3.3167643190538e-09,0.999998020090387
LV-GGM,758,3.0589141907624e-07,3.31189325104405e-09,0.99999802340228
LV-GGM,759,3.04871879211211e-07,3.3008546700719e-09,0.999998026703135
LV-GGM,760,3.0315572735781e-07,3.28227385548674e-09,0.999998029985409
LV-GGM,761,3.02669231609094e-07,3.27700655511035e-09,0.999998033262415
LV-GGM,762,3.01593623087784e-07,3.26536091753984e-09,0.999998036527776
LV-GGM,763,2.99942346662055e-07,3.24748251066431e-09,0.999998039775259
LV-GGM,764,2.98768080047439e-07,3.23476869970609e-09,0.999998043010028
LV-GGM,765,2.98448654153276e-07,3.23131026838991e-09,0.999998046241338
LV-GGM,766,2.97253625016507e-07,3.21837166113894e-09,0.999998049459709
LV-GGM,767,2.95861316240359e-07,3.20329710281031e-09,0.999998052663006
LV-GGM,768,2.94720183991322e-07,3.19094203837095e-09,0.999998055853949
LV-GGM,769,2.93442041760046e-07,3.17710356378274e-09,0.999998059031052
LV-GGM,770,2.92166587362087e-07,3.16329419042611e-09,0.999998062194346
LV-GGM,771,2.91174895947742e-07,3.15255712525375e-09,0.999998065346903
LV-GGM,772,2.89950636940181e-07,3.13930204553652e-09,0.999998068486205
LV-GGM,773,2.88427748431323e-07,3.12281369751482e-09,0.999998071609019
LV-GGM,774,2.85762181093367e-07,3.09395354019678e-09,0.999998074702973
LV-GGM,775,2.85268427226914e-07,3.08860765601697e-09,0.99999807779158
LV-GGM,776,2.83977983994101e-07,3.07463599820938e-09,0.999998080866216
LV-GGM,777,2.83123585940586e-07,3.06538541133222e-09,0.999998083931602
LV-GGM,778,2.81777869693734e-07,3.05081531136267e-09,0.999998086982417
LV-GGM,779,2.8113706295245e-07,3.04387728241079e-09,0.999998090026294
LV-GGM,780,2.80578920572852e-07,3.03783426235584e-09,0.999998093064129
LV-GGM,781,2.78941027218143e-07,3.02010075429024e-09,0.999998096084229
LV-GGM,782,2.78231915258271e-07,3.0124231832056e-09,0.999998099096652
LV-GGM,783,2.7785542015805e-07,3.0083468623162e-09,0.999998102104999
LV-GGM,784,2.76812666212264e-07,2.99705694197133e-09,0.999998105102056
LV-GGM,785,2.75026379872686e-07,2.97771677973224e-09,0.999998108079773
LV-GGM,786,2.73579108334547e-07,2.96204713834751e-09,0.99999811104182
LV-GGM,787,2.72596537536508e-07,2.95140882229234e-09,0.999998113993229
LV-GGM,788,2.71051375994582e-07,2.93467932364236e-09,0.999998116927908
LV-GGM,789,2.69836250116239e-07,2.9215231285199e-09,0.999998119849431
LV-GGM,790,2.69181606829309e-07,2.91443529097815e-09,0.999998122763867
LV-GGM,791,2.68582123432586e-07,2.90794467080412e-09,0.999998125671811
LV-GGM,792,2.67441630779169e-07,2.89559653128087e-09,0.999998128567408
LV-GGM,793,2.66467333876531e-07,2.88504779687667e-09,0.999998131452456
LV-GGM,794,2.65725530499667e-07,2.87701627508748e-09,0.999998134329472
LV-GGM,795,2.64448140686033e-07,2.86318594694195e-09,0.999998137192658
LV-GGM,796,2.62328196691553e-07,2.84023326579413e-09,0.999998140032892
LV-GGM,797,2.61451640964952e-07,2.8307427772938e-09,0.999998142863634
LV-GGM,798,2.60302633742081e-07,2.81830245033622e-09,0.999998145681937
LV-GGM,799,2.59535828524012e-07,2.81000023305187e-09,0.999998148491937
LV-GGM,800,2.59005110603506e-07,2.80425413823025e-09,0.999998151296191
LV-GGM,801,2.58085144022272e-07,2.79429363943373e-09,0.999998154090485
LV-GGM,802,2.57742748726009e-07,2.79058651788614e-09,0.999998156881071
LV-GGM,803,2.55715540528409e-07,2.76863788928985e-09,0.999998159649709
LV-GGM,804,2.54575753085974e-07,2.75629738510171e-09,0.999998162406006
LV-GGM,805,2.54377808371336e-07,2.75415423323931e-09,0.999998165160161
LV-GGM,806,2.53066324382851e-07,2.73995476669842e-09,0.999998167900115
LV-GGM,807,2.5227546861931e-07,2.73139215361914e-09,0.999998170631507
LV-GGM,808,2.51919950574138e-07,2.72754295177496e-09,0.999998173359051
LV-GGM,809,2.51000166107845e-07,2.71758442474099e-09,0.999998176076635
LV-GGM,810,2.50366378552813e-07,2.71072239267599e-09,0.999998178787357
LV-GGM,811,2.49459608266971e-07,2.70090477046549e-09,0.999998181488262
LV-GGM,812,2.48190127134212e-07,2.68716006978507e-09,0.999998184175422
LV-GGM,813,2.47984786765707e-07,2.68493684501245e-09,0.999998186860359
LV-GGM,814,2.4607275916176e-07,2.66423527928549e-09,0.999998189524594
LV-GGM,815,2.45419369944922e-07,2.65716101958875e-09,0.999998192181755
LV-GGM,816,2.45118924016266e-07,2.65390808478454e-09,0.999998194835663
LV-GGM,817,2.44120340455424e-07,2.64309639818758e-09,0.99999819747876
LV-GGM,818,2.42834261893829e-07,2.62917199677311e-09,0.999998200107932
LV-GGM,819,2.42597067793687e-07,2.62660389093404e-09,0.999998202734536
LV-GGM,820,2.42130879595039e-07,2.62155646085744e-09,0.999998205356092
LV-GGM,821,2.41533712400224e-07,2.61509091825339e-09,0.999998207971183
LV-GGM,822,2.41321169603187e-07,2.61278971262562e-09,0.999998210583973
LV-GGM,823,2.40488222383541e-07,2.60377137440759e-09,0.999998213187744
LV-GGM,824,2.39788208292271e-07,2.59619230615025e-09,0.999998215783937
LV-GGM,825,2.37957082777023e-07,2.57636666915109e-09,0.999998218360303
LV-GGM,826,2.37074883398972e-07,2.56681507671e-09,0.999998220927118
LV-GGM,827,2.36444550207164e-07,2.55999044511307e-09,0.999998223487109
LV-GGM,828,2.36015218766439e-07,2.55534206398067e-09,0.999998226042451
LV-GGM,829,2.35305163829935e-07,2.54765428326691e-09,0.999998228590105
LV-GGM,830,2.34695749867285e-07,2.54105614463299e-09,0.999998231131161
LV-GGM,831,2.34167252916027e-07,2.5353340962952e-09,0.999998233666495
LV-GGM,832,2.33164010371163e-07,2.52447196677379e-09,0.999998236190967
LV-GGM,833,2.32557404235419e-07,2.51790422854471e-09,0.999998238708872
LV-GGM,834,2.31822333732632e-07,2.50994560373408e-09,0.999998241218817
LV-GGM,835,2.3128562110217e-07,2.50413460405338e-09,0.999998243722952
LV-GGM,836,2.30115489786683e-07,2.49146556607154e-09,0.999998246214417
LV-GGM,837,2.29740207729595e-07,2.48740237882732e-09,0.99999824870182
LV-GGM,838,2.29586784377201e-07,2.48574126075189e-09,0.999998251187561
LV-GGM,839,2.28120526669993e-07,2.46986605568907e-09,0.999998253657427
LV-GGM,840,2.27590464532876e-07,2.4641270610489e-09,0.999998256121554
LV-GGM,841,2.26805726283088e-07,2.45563068242815e-09,0.999998258577185
LV-GGM,842,2.25912805783688e-07,2.4459630121659e-09,0.999998261023148
LV-GGM,843,2.25143234280395e-07,2.43763084424943e-09,0.999998263460779
LV-GGM,844,2.24847947510197e-07,2.4344337677695e-09,0.999998265895212
LV-GGM,845,2.24078137729258e-07,2.42609902001561e-09,0.999998268321311
LV-GGM,846,2.23597443610098e-07,2.42089453401246e-09,0.999998270742206
LV-GGM,847,2.22543919358054e-07,2.40948800332032e-09,0.999998273151694
LV-GGM,848,2.21890382063172e-07,2.40241214037928e-09,0.999998275554106
LV-GGM,849,2.21472145015771e-07,2.39788387849208e-09,0.99999827795199
LV-GGM,850,2.20631928464415e-07,2.38878683505669e-09,0.999998280340777
LV-GGM,851,2.20381542900047e-07,2.38607590493876e-09,0.999998282726853
LV-GGM,852,2.1979167132379e-07,2.37968935216036e-09,0.999998285106542
LV-GGM,853,2.19239397103375e-07,2.37370986679644e-09,0.999998287480252
LV-GGM,854,2.1857073565887e-07,2.3664702543484e-09,0.999998289846722
LV-GGM,855,2.17839131125251e-07,2.35854915566364e-09,0.999998292205271
LV-GGM,856,2.17166937128383e-07,2.35127129619199e-09,0.999998294556543
LV-GGM,857,2.16574339060661e-07,2.3448552236294e-09,0.999998296901398
LV-GGM,858,2.15979218367397e-07,2.3384118385435e-09,0.99999829923981
LV-GGM,859,2.15397380717316e-07,2.3321122692639e-09,0.999998301571922
LV-GGM,860,2.14532084419786e-07,2.32274368685451e-09,0.999998303894666
LV-GGM,861,2.13787749873684e-07,2.31468476003924e-09,0.99999830620935
LV-GGM,862,2.13403596742178e-07,2.31052552547344e-09,0.999998308519876
LV-GGM,863,2.1242359413903e-07,2.29991501532192e-09,0.999998310819791
LV-GGM,864,2.12120915746057e-07,2.29663790957652e-09,0.999998313116429
LV-GGM,865,2.11916717112001e-07,2.29442704638838e-09,0.999998315410856
LV-GGM,866,2.11332227513248e-07,2.28809876440106e-09,0.999998317698954
LV-GGM,867,2.10548607107704e-07,2.279614488705e-09,0.999998319978569
LV-GGM,868,2.10079448530325e-07,2.2745348982713e-09,0.999998322253104
LV-GGM,869,2.092786596826e-07,2.26586473946691e-09,0.999998324518968
LV-GGM,870,2.0905276740292e-07,2.26341899869133e-09,0.999998326782387
LV-GGM,871,2.08497615267511e-07,2.25740835407725e-09,0.999998329039796
LV-GGM,872,2.07893077317584e-07,2.25086300814238e-09,0.999998331290659
LV-GGM,873,2.0705749439967e-07,2.24181613316012e-09,0.999998333532475
LV-GGM,874,2.06281079506885e-07,2.23340987171222e-09,0.999998335765885
LV-GGM,875,2.05884874748661e-07,2.2291201539138e-09,0.999998337995005
LV-GGM,876,2.05155050605207e-07,2.22121833155326e-09,0.999998340216223
LV-GGM,877,2.04683181256113e-07,2.21610939153344e-09,0.999998342432333
LV-GGM,878,2.04508494399614e-07,2.21421805302243e-09,0.999998344646551
LV-GGM,879,2.03574842194882e-07,2.20410937967353e-09,0.99999834685066
LV-GGM,880,2.02373691376952e-07,2.19110449284342e-09,0.999998349041765
LV-GGM,881,2.01977017211697e-07,2.18680969276456e-09,0.999998351228574
LV-GGM,882,2.01443783049488e-07,2.18103635453762e-09,0.999998353409611
LV-GGM,883,2.01188601893745e-07,2.17827350244438e-09,0.999998355587884
LV-GGM,884,2.00841588878227e-07,2.17451638474689e-09,0.999998357762401
LV-GGM,885,1.99816940236953e-07,2.16342249093983e-09,0.999998359925823
LV-GGM,886,1.99385161912212e-07,2.15874761733934e-09,0.99999836208457
LV-GGM,887,1.99323381629318e-07,2.1580787208316e-09,0.999998364242649
LV-GGM,888,1.98686426395577e-07,2.15118239223822e-09,0.999998366393832
LV-GGM,889,1.97878234565405e-07,2.14243208117694e-09,0.999998368536264
LV-GGM,890,1.97642119802412e-07,2.13987566134538e-09,0.999998370676139
LV-GGM,891,1.97138718883959e-07,2.13442532831732e-09,0.999998372810565
LV-GGM,892,1.96530547736694e-07,2.12784064567343e-09,0.999998374938405
LV-GGM,893,1.96357998789921e-07,2.12597245435895e-09,0.999998377064378
LV-GGM,894,1.96084165386797e-07,2.12300765396521e-09,0.999998379187385
LV-GGM,895,1.95134772425897e-07,2.11272855509644e-09,0.999998381300114
LV-GGM,896,1.94201462341212e-07,2.10262358588895e-09,0.999998383402738
LV-GGM,897,1.93957244741631e-07,2.09997943646403e-09,0.999998385502717
LV-GGM,898,1.93682308532865e-07,2.09700269596889e-09,0.99999838759972
LV-GGM,899,1.93016573335885e-07,2.08979476606841e-09,0.999998389689515
LV-GGM,900,1.92254311104311e-07,2.08154173580069e-09,0.999998391771056
LV-GGM,901,1.91895255049824e-07,2.07765422785034e-09,0.99999839384871
LV-GGM,902,1.91532003668801e-07,2.07372129700554e-09,0.999998395922432
LV-GGM,903,1.90841093447588e-07,2.06624079655338e-09,0.999998397988673
LV-GGM,904,1.90469638878071e-07,2.06221904960289e-09,0.999998400050892
LV-GGM,905,1.90089128971545e-07,2.05809926031561e-09,0.999998402108991
LV-GGM,906,1.89645953456102e-07,2.05330098907592e-09,0.999998404162292
LV-GGM,907,1.8911413776772e-07,2.0475430086969e-09,0.999998406209835
LV-GGM,908,1.88819433427974e-07,2.04435223820453e-09,0.999998408254187
LV-GGM,909,1.88203862434757e-07,2.03768743726263e-09,0.999998410291874
LV-GGM,910,1.88121002675391e-07,2.03679031279064e-09,0.999998412328665
LV-GGM,911,1.87881203826014e-07,2.03419400527322e-09,0.999998414362859
LV-GGM,912,1.87301846805502e-07,2.02792129382557e-09,0.99999841639078
LV-GGM,913,1.86963171841957e-07,2.02425445240371e-09,0.999998418415035
LV-GGM,914,1.86290479896273e-07,2.01697120162907e-09,0.999998420432006
LV-GGM,915,1.85838868230791e-07,2.01208159200379e-09,0.999998422444087
LV-GGM,916,1.85663905991162e-07,2.01018727191346e-09,0.999998424454275
LV-GGM,917,1.84981850393581e-07,2.00280264066985e-09,0.999998426457077
LV-GGM,918,1.84374627826549e-07,1.99622822832541e-09,0.999998428453306
LV-GGM,919,1.84251461185448e-07,1.99489470034136e-09,0.9999984304482
LV-GGM,920,1.83949181115577e-07,1.99162190724911e-09,0.999998432439822
LV-GGM,921,1.83267172775634e-07,1.984237787665e-09,0.99999843442406
LV-GGM,922,1.83108929840648e-07,1.98252448786082e-09,0.999998436406584
LV-GGM,923,1.81966996860644e-07,1.97016075388933e-09,0.999998438376745
LV-GGM,924,1.8159967858498e-07,1.96618379068509e-09,0.999998440342929
LV-GGM,925,1.81013861723505e-07,1.95984113839453e-09,0.99999844230277
LV-GGM,926,1.80761324996475e-07,1.95710691759025e-09,0.999998444259877
LV-GGM,927,1.80236425771419e-07,1.95142382191469e-09,0.999998446211301
LV-GGM,928,1.80045029700235e-07,1.94935157236175e-09,0.999998448160652
LV-GGM,929,1.79680859985499e-07,1.94540869869725e-09,0.999998450106061
LV-GGM,930,1.79292735359095e-07,1.94120646466718e-09,0.999998452047267
LV-GGM,931,1.78671523354572e-07,1.93448058836944e-09,0.999998453981748
LV-GGM,932,1.78428799775068e-07,1.93185261473338e-09,0.999998455913601
LV-GGM,933,1.77647655216215e-07,1.92339514508494e-09,0.999998457836996
LV-GGM,934,1.77194162472907e-07,1.91848516898789e-09,0.999998459755481
LV-GGM,935,1.76922715271036e-07,1.91554620404861e-09,0.999998461671027
LV-GGM,936,1.76305985842006e-07,1.9088688606962e-09,0.999998463579896
LV-GGM,937,1.75960753939769e-07,1.90513102715214e-09,0.999998465485027
LV-GGM,938,1.75557446356825e-07,1.90076440691127e-09,0.999998467385792
LV-GGM,939,1.7481627538079e-07,1.89273973214003e-09,0.999998469278531
LV-GGM,940,1.74440679617259e-07,1.88867314838911e-09,0.999998471167205
LV-GGM,941,1.74340895549395e-07,1.88759278404965e-09,0.999998473054797
LV-GGM,942,1.74044336793348e-07,1.88438193575042e-09,0.999998474939179
LV-GGM,943,1.73728224225542e-07,1.88095937789296e-09,0.999998476820139
LV-GGM,944,1.73539321160209e-07,1.87891412017024e-09,0.999998478699053
LV-GGM,945,1.73061751337769e-07,1.87374346099772e-09,0.999998480572796
LV-GGM,946,1.72736305170882e-07,1.87021984805381e-09,0.999998482443016
LV-GGM,947,1.72439625837372e-07,1.86700769425968e-09,0.999998484310024
LV-GGM,948,1.71685798045371e-07,1.85884598385827e-09,0.99999848616887
LV-GGM,949,1.71291047426621e-07,1.85457201006054e-09,0.999998488023442
LV-GGM,950,1.71190759518807e-07,1.85348619063463e-09,0.999998489876928
LV-GGM,951,1.71023128825332e-07,1.85167124935886e-09,0.999998491728599
LV-GGM,952,1.70736978415201e-07,1.84857309245417e-09,0.999998493577172
LV-GGM,953,1.70069823668986e-07,1.8413497930623e-09,0.999998495418522
LV-GGM,954,1.69702473270931e-07,1.83737248206821e-09,0.999998497255895
LV-GGM,955,1.69497975839983e-07,1.83515838379944e-09,0.999998499091053
LV-GGM,956,1.69175528007005e-07,1.83166723388395e-09,0.99999850092272
LV-GGM,957,1.69019335214786e-07,1.82997613102146e-09,0.999998502752696
LV-GGM,958,1.68735505758441e-07,1.82690310313544e-09,0.999998504579599
LV-GGM,959,1.68476307721824e-07,1.82409676018293e-09,0.999998506403696
LV-GGM,960,1.6759527065956e-07,1.81455775216093e-09,0.999998508218254
LV-GGM,961,1.67326352918288e-07,1.81164617374825e-09,0.9999985100299
LV-GGM,962,1.67240206056009e-07,1.81071345973933e-09,0.999998511840614
LV-GGM,963,1.66716842557528e-07,1.80504699140983e-09,0.999998513645661
LV-GGM,964,1.66372635505886e-07,1.80132025394614e-09,0.999998515446981
LV-GGM,965,1.66248895887761e-07,1.79998052232701e-09,0.999998517246961
LV-GGM,966,1.65862729014417e-07,1.79579948493319e-09,0.999998519042761
LV-GGM,967,1.65410828787846e-07,1.79090675105055e-09,0.999998520833667
LV-GGM,968,1.65154960905118e-07,1.78813646374885e-09,0.999998522621804
LV-GGM,969,1.64689131077792e-07,1.78309291376659e-09,0.999998524404897
LV-GGM,970,1.64306292520993e-07,1.77894791213061e-09,0.999998526183845
LV-GGM,971,1.63873189458699e-07,1.77425869556694e-09,0.999998527958103
LV-GGM,972,1.6326992397747e-07,1.76772712667918e-09,0.999998529725831
LV-GGM,973,1.63035252788318e-07,1.76518633645396e-09,0.999998531491017
LV-GGM,974,1.62851863614656e-07,1.76320077775996e-09,0.999998533254218
LV-GGM,975,1.62512361409809e-07,1.75952497977798e-09,0.999998535013743
LV-GGM,976,1.62398717702418e-07,1.75829455681068e-09,0.999998536772037
LV-GGM,977,1.62069911246648e-07,1.7547345619437e-09,0.999998538526772
LV-GGM,978,1.61930149294394e-07,1.75322135615381e-09,0.999998540279993
LV-GGM,979,1.61798293745104e-07,1.75179375316604e-09,0.999998542031787
LV-GGM,980,1.61128548846948e-07,1.74454241014104e-09,0.999998543776329
LV-GGM,981,1.60764449060844e-07,1.74060029359543e-09,0.99999854551693
LV-GGM,982,1.6046003071932e-07,1.73730434938806e-09,0.999998547254234
LV-GGM,983,1.60017473803204e-07,1.73251277573714e-09,0.999998548986747
LV-GGM,984,1.59868213484092e-07,1.73089673091637e-09,0.999998550717644
LV-GGM,985,1.59557754221425e-07,1.72753538152038e-09,0.999998552445179
LV-GGM,986,1.59020454055144e-07,1.72171802057621e-09,0.999998554166897
LV-GGM,987,1.58587150031511e-07,1.71702662819962e-09,0.999998555883924
LV-GGM,988,1.58324715385204e-07,1.71418524240145e-09,0.999998557598109
LV-GGM,989,1.5790840200432e-07,1.70967780809475e-09,0.999998559307787
LV-GGM,990,1.5745903270153e-07,1.70481247658061e-09,0.999998561012599
LV-GGM,991,1.57349226399575e-07,1.70362360128798e-09,0.999998562716223
LV-GGM,992,1.57076649420344e-07,1.7006724042239e-09,0.999998564416895
LV-GGM,993,1.56756739569949e-07,1.69720873310273e-09,0.999998566114104
LV-GGM,994,1.56512145679057e-07,1.69456050956336e-09,0.999998567808664
LV-GGM,995,1.56319579596897e-07,1.69247559227535e-09,0.99999856950114
LV-GGM,996,1.55784678528444e-07,1.68668420641714e-09,0.999998571187824
LV-GGM,997,1.55456260572412e-07,1.68312841784553e-09,0.999998572870953
LV-GGM,998,1.55107843226645e-07,1.67935609543297e-09,0.999998574550309
LV-GGM,999,1.54852910073638e-07,1.67659592847091e-09,0.999998576226905
LV-GGM,1000,1.54727290979518e-07,1.67523584772306e-09,0.99999857790214
LV-GGM,1001,1.54572591973624e-07,1.6735609181186e-09,0.999998579575701
LV-GGM,1002,1.54280502686726e-07,1.67039846086203e-09,0.9999985812461
LV-GGM,1003,1.53760541097755e-07,1.66476882508304e-09,0.999998582910869
LV-GGM,1004,1.53471753523491e-07,1.66164211554318e-09,0.999998584572511
LV-GGM,1005,1.53120950823438e-07,1.65784396684629e-09,0.999998586230355
LV-GGM,1006,1.52984299988036e-07,1.65636444518828e-09,0.999998587886719
LV-GGM,1007,1.52933472928615e-07,1.65581413947662e-09,0.999998589542533
LV-GGM,1008,1.52451979452192e-07,1.65060099881448e-09,0.999998591193134
LV-GGM,1009,1.52348054629167e-07,1.64947580242606e-09,0.99999859284261
LV-GGM,1010,1.52164502770115e-07,1.6474884823337e-09,0.999998594490098
LV-GGM,1011,1.51897275122667e-07,1.64459520260475e-09,0.999998596134694
LV-GGM,1012,1.51411888342241e-07,1.63933990905289e-09,0.999998597774033
LV-GGM,1013,1.51063141847957e-07,1.63556402294196e-09,0.999998599409597
LV-GGM,1014,1.50663342548173e-07,1.6312353869615e-09,0.999998601040833
LV-GGM,1015,1.50328846785938e-07,1.6276137938459e-09,0.999998602668447
LV-GGM,1016,1.50270976172547e-07,1.62698722741751e-09,0.999998604295434
LV-GGM,1017,1.49951143802292e-07,1.62352439517556e-09,0.999998605918958
LV-GGM,1018,1.49531322331127e-07,1.61897897869675e-09,0.999998607537937
LV-GGM,1019,1.4926167091973e-07,1.61605945682119e-09,0.999998609153997
LV-GGM,1020,1.48936258911056e-07,1.61253621370901e-09,0.999998610766533
LV-GGM,1021,1.48618189677306e-07,1.60909247098552e-09,0.999998612375625
LV-GGM,1022,1.48550401512779e-07,1.60835852700868e-09,0.999998613983984
LV-GGM,1023,1.48376743143293e-07,1.60647832394962e-09,0.999998615590462
LV-GGM,1024,1.47838177336331e-07,1.60064725988542e-09,0.999998617191109
LV-GGM,1025,1.47591539082205e-07,1.59797690197949e-09,0.999998618789086
LV-GGM,1026,1.47200107576155e-07,1.59373886428936e-09,0.999998620382825
LV-GGM,1027,1.4691050965745e-07,1.59060338113206e-09,0.999998621973429
LV-GGM,1028,1.46656347039612e-07,1.58785155677154e-09,0.99999862356128
LV-GGM,1029,1.46389482741099e-07,1.58496221102965e-09,0.999998625146242
LV-GGM,1030,1.46206442481609e-07,1.58298043003722e-09,0.999998626729223
LV-GGM,1031,1.45922550602578e-07,1.57990672629938e-09,0.99999862830913
LV-GGM,1032,1.45678199254846e-07,1.57726112878022e-09,0.999998629886391
LV-GGM,1033,1.45431449802231e-07,1.57458956692575e-09,0.99999863146098
LV-GGM,1034,1.45268009888643e-07,1.57281999931775e-09,0.9999986330338
LV-GGM,1035,1.44926605643228e-07,1.5691236078999e-09,0.999998634602924
LV-GGM,1036,1.44675212145561e-07,1.56640176486554e-09,0.999998636169325
LV-GGM,1037,1.44547996773712e-07,1.56502440118295e-09,0.99999863773435
LV-GGM,1038,1.44268913658793e-07,1.56200276204194e-09,0.999998639296353
LV-GGM,1039,1.44006153089694e-07,1.55915784747039e-09,0.99999864085551
LV-GGM,1040,1.43493202166907e-07,1.55360411633133e-09,0.999998642409115
LV-GGM,1041,1.43308162522418e-07,1.5516006879527e-09,0.999998643960715
LV-GGM,1042,1.43120311739714e-07,1.54956682331759e-09,0.999998645510282
